,字节跳动,数据产品经理,北京,2-3.5万/月,09-03
4802,长沙美奥口腔医院有限公司,数据分析师,长沙-天心区,5-8千/月,09-03
4803,中南置地总公司,数据分析师,汕头,1-1.5万/月,09-03
4804,广州锐宝科技有限公司,数据分析师,广州-黄埔区,0.8-2万/月,09-03
4805,苏州市蓝天膳食服务有限公司,数据分析师,南京-江宁区,3-4千/月,09-03
4806,稳力（天津）环保科技有限公司,数据分析师,天津-西青区,4.5-6千/月,09-03
4807,东鹏饮料（集团）股份有限公司,数据分析师,深圳-南山区,0.7-1.2万/月,09-03
4808,满记甜品（上海）有限公司,数据分析师,上海-嘉定区,5-6千/月,09-03
4809,广东南方信息安全产业基地有限公司...,数据分析师,广州,1.2-1.8万/月,09-03
4810,美联星国际旅行社（北京）有限公司...,数据分析师,深圳-龙华新区,0.8-1.5万/月,09-03
4811,北京东方亿盟科技有限公司,数据分析师,异地招聘,20-40万/年,09-03
4812,宁波高登泰进出口有限公司,数据分析师,宁波-镇海区,7-10万/年,09-03
4813,深圳市翊达运通国际货运代理有限公...,数据分析师,广州-越秀区,3-4.5千/月,09-03
4814,云南锦都建筑工程有限公司,数据分析师,昆明,4-7千/月,09-03
4815,珠海赛隆药业股份有限公司,数据分析师,异地招聘,10-15万/年,09-03
4816,广东康妮雅商贸发展有限公司,数据分析师,广州,0.8-1万/月,09-03
4817,灵狐科技股份有限公司,数据分析师,北京-西城区,0.8-1.3万/月,09-03
4818,广州市粤峰高新技术股份有限公司,数据分析师,广州-天河区,0.8-1万/月,09-03
4819,中国软件与技术服务股份有限公司,数据分析师,北京-海淀区,0.6-1.2万/月,09-03
4820,宁波美乐门家庭服务有限公司,数据分析师,宁波-鄞州区,6-8千/月,09-03
4821,精英模具（上海）有限公司,数据分析师,上海,4.5-6千/月,09-03
4822,广东正大建设有限公司,数据分析师,广州-天河区,1.5-2万/月,09-03
4823,广州盛华信息有限公司,数据分析师,广州-荔湾区,0.6-1.2万/月,09-03
4824,亚东工业（苏州）有限公司,数据分析师,苏州,5-8千/月,09-03
4825,西克麦哈克中国,数据分析师,北京-海淀区,6-8千/月,09-03
4826,上海博尼服装有限公司,数据分析师,义乌,3-4.5千/月,09-03
4827,广东点文信息技术有限公司,数据分析师,广州-白云区,3-8千/月,09-03
4828,北京仁和汇智信息技术有限公司,数据分析师,北京-昌平区,0.8-1.5万/月,09-03
4829,蓝海（福建）信息科技有限公司,数据分析师,玉溪,0.6-1万/月,09-03
4830,四川准达信息技术股份有限公司,数据分析师,贵阳,1-2万/月,09-03
4831,合肥森众网络科技有限公司,数据分析师,合肥-政务区,3-8千/月,09-03
4832,无锡天创佳成文化创意有限公司,数据分析师,无锡,20-35万/年,09-03
4833,东莞市宝来展示用品有限公司,数据分析师,东莞-茶山镇,4.5-6千/月,09-03
4834,深圳米字科技发展有限公司,数据分析师,深圳-龙岗区,0.8-1.6万/月,09-03
4835,成都立鑫新技术科技有限公司,数据分析师,成都-双流区,4-5.5千/月,09-03
4836,深圳市伟力创精密五金有限公司,数据分析师,深圳-宝安区,4-6千/月,09-03
4837,隆基绿能科技股份有限公司,数据分析师,西安-经济技术...,2.3-3万/月,09-03
4838,深圳市麦唯智能科技有限公司,数据分析师,深圳-龙华新区,0.5-1万/月,09-03
4839,广州浩瀚资讯传播有限公司,数据分析师,广州-番禺区,0.8-1.2万/月,09-03
4840,青岛海汇德电气有限公司,数据分析师,青岛-崂山区,4.5-6千/月,09-03
4841,南京贝壳房地产经纪有限公司,数据分析师,南京,0.6-1万/月,09-03
4842,乐星红旗电缆（湖北）有限公司,数据分析师,宜昌,3-4.5千/月,09-03
4843,加马（广州）互联网科技有限公司,数据分析师,广州-天河区,0.8-1.5万/月,09-03
4844,深圳市金福莱健康管理有限公司,数据分析师,深圳-罗湖区,6-8千/月,09-03
4845,常州华数锦明智能装备技术研究院有...,数据分析师,苏州-工业园区,0.7-1.3万/月,09-03
4846,广州市骅阳置业有限公司,数据分析师,广州-天河区,1.5-2万/月,09-03
4847,马鞍山大仓精工科技有限公司,数据分析师,异地招聘,6-8千/月,09-03
4848,昆明海集商贸有限公司,数据分析师,昆明-嵩明县,4-5千/月,09-03
4849,上海商泰汽车信息系统有限公司,数据分析师,异地招聘,1-1.5万/月,09-03
4850,杭州小药药医药科技有限公司,数据分析师,杭州-萧山区,1-1.5万/月,09-03
4851,重庆市利百旺房地产开发有限公司,数据分析师,重庆-巴南区,0.6-1万/月,09-03
4852,上海道勤软件有限公司,数据分析师,上海-徐汇区,1.5-2万/月,09-03
4853,湖北咿呀医疗投资管理股份有限公司...,数据分析师,武汉-武昌区,1-1.5万/月,09-03
4854,上海微谱化工技术服务有限公司,数据分析师,异地招聘,1-1.5万/月,09-03
4855,深圳市万维链科技有限公司,数据分析师,深圳-南山区,1.5-2万/月,09-03
4856,宁波激智科技股份有限公司,数据分析师,宁波-鄞州区,4-6千/月,09-03
4857,安邦财产保险股份有限公司江西分公...,数据分析师,南昌-东湖区,4.5-6千/月,09-03
4858,北京艾特互联广告传媒有限责任公司...,数据分析师,北京-丰台区,6-8千/月,09-03
4859,成都天之涯文化传播有限公司,数据分析师,成都-高新区,3-4.5千/月,09-03
4860,江西孩子王儿童用品有限公司,数据分析师,赣州,4.5-6千/月,09-03
4861,华北工控集团,数据分析师,北京-海淀区,5-8千/月,09-03
4862,长沙思辰网络技术有限公司,数据分析师,长沙-芙蓉区,0.5-1.2万/月,09-03
4863,小绵羊（广州）信息科技有限公司,数据分析师,广州-番禺区,0.8-1万/月,09-03
4864,中山康方生物医药有限公司,数据分析师,中山,3.3-6.5千/月,09-03
4865,湖北卓于众通讯网络有限公司,数据分析师,孝感,0.8-1万/月,09-03
4866,广州瀚翼扬电子商务有限公司,数据分析师,广州-番禺区,3-4.5千/月,09-03
4867,太平船务（中国）有限公司,数据分析师,深圳,4.5-5千/月,09-03
4868,上海阿司倍鹭家用制品有限公司,数据分析师,上海-松江区,6-8千/月,09-03
4869,上海蕲海物资有限公司,数据分析师,上海-浦东新区,6-8千/月,09-03
4870,深圳市慧职企业管理服务有限公司,数据分析师,深圳-龙岗区,4.5-6千/月,09-03
4871,江苏金门能源装备有限公司,数据分析师,南京-江宁区,3-4.5千/月,09-03
4872,上海人互人电子商务有限公司,数据分析师,上海-杨浦区,0.8-1万/月,09-03
4873,广东南方信息安全研究院,数据分析师,广州,4.5-8千/月,09-03
4874,深圳市龙岗区城市建设投资集团有限...,数据分析师,深圳-龙岗区,15-20万/年,09-03
4875,广州福大科技有限公司,数据分析师,异地招聘,4-8千/月,09-03
4876,广东橙家科技有限公司,数据分析师,广州-天河区,0.9-1.4万/月,09-03
4877,杭州爱才人力资源有限公司,数据分析师,杭州-下城区,0.5-1万/月,09-03
4878,厦门众诚则网络科技有限公司,数据分析师,厦门,0.6-1.2万/月,09-03
4879,沈阳环优教育科技有限公司,数据分析师,沈阳-沈河区,1-1.5万/月,09-03
4880,美名格-艾罗（太仓）纺织机械有限...,数据分析师,异地招聘,4.5-6千/月,09-03
4881,宁波中翔物流有限公司,数据分析师,宁波,5-7千/月,09-03
4882,深汕特别合作区智慧城市研究院有限...,数据分析师,深圳,80-100万/年,09-03
4883,健进制药有限公司,数据分析师,成都-郫都区,5-6.5千/月,09-03
4884,广州澄波商贸有限公司,数据分析师,广州-越秀区,1-1.5万/月,09-03
4885,广州市秉亨钟表有限公司,数据分析师,广州-海珠区,4.5-6千/月,09-03
4886,广东泰盈科技有限公司,数据分析师,佛山-南海区,4-6千/月,09-03
4887,湖南无比创意家居有限公司,数据分析师,长沙-开福区,4-8千/月,09-03
4888,上海科新生物技术股份有限公司,数据分析师,上海-浦东新区,0.5-1万/月,09-03
4889,杭州康达科技股份有限公司,数据分析师,杭州-江干区,8-10万/年,09-03
4890,佛山市顺德区乐从供销集团有限公司...,数据分析师,佛山,6-8千/月,09-03
4891,宁波市宝敏瑞贸易有限公司苏州分公...,数据分析师,苏州-相城区,0.7-1万/月,09-03
4892,北京红源盛达光电技术有限公司,数据分析师,北京-朝阳区,6-8千/月,09-03
4893,南京明鼎教育科技有限公司,数据分析师,南京,4-8千/月,09-03
4894,深圳店匠科技有限公司,数据分析师,昆明-五华区,3-6千/月,09-03
4895,长沙市三智电子科技有限公司,数据分析师,长沙-岳麓区,0.5-1万/月,09-03
4896,苏州银庄置地有限公司高新区分公司...,数据分析师,苏州-高新区,0.8-1万/月,09-03
4897,北京优思敏才教育咨询有限公司重庆...,数据分析师,重庆-南岸区,3-4千/月,09-03
4898,北京中荣朝盛企业管理有限公司,数据分析师,北京-朝阳区,0.8-1万/月,09-03
4899,杭州立祥体育文化有限公司,数据分析师,杭州-余杭区,4-8千/月,09-03
4900,上海兆殷特科技有限公司,数据分析师,上海-浦东新区,1.5-2万/月,09-03
4901,苏州工业园区艾思科技有限公司,数据分析师,苏州,5-8千/月,09-03
4902,沈阳市海得威医疗器械有限公司,数据分析师,沈阳-浑南区,4-8千/月,09-03
4903,上海凌宇因私出入境服务有限公司,数据分析师,上海-静安区,0.8-1万/月,09-03
4904,上海云悟信息科技有限公司,数据分析师,上海-闵行区,0.8-1.2万/月,09-03
4905,上海柏星实业有限公司,数据分析师,上海-浦东新区,7-9万/年,09-03
4906,深圳市凌志互联网有限公司,数据分析师,深圳-龙华新区,4.5-8千/月,09-03
4907,金百利科技（深圳）有限公司,数据分析师,深圳-宝安区,6-8千/月,09-03
4908,深圳百福淇进出口有限公司,数据分析师,深圳-宝安区,8-10万/年,09-03
4909,上海天华建筑设计有限公司,数据分析师,上海-徐汇区,1.1-2.2万/月,09-03
4910,益江(张家港)粮油工业有限公司,数据分析师,张家港,4.5-6千/月,09-03
4911,四川佰腾科技有限公司,数据分析师,异地招聘,6-8千/月,09-03
4912,广州宝声信息科技有限公司,数据分析师,广州,0.6-1万/月,09-03
4913,上海鼎驰信息技术有限公司,数据分析师,上海-浦东新区,4.5-6千/月,09-03
4914,上海迪罗电气有限公司,数据分析师,上海-闵行区,15-30万/年,09-03
4915,上海云朴信息科技有限公司,数据分析师,上海-徐汇区,4-8千/月,09-03
4916,北京互联企信信息技术有限公司广东...,数据分析师,佛山,6-8千/月,09-03
4917,武汉枣王街商贸有限公司,数据分析师,武汉-东西湖区,3-4.5千/月,09-03
4918,重庆赛迪工程咨询有限公司江苏分公...,数据分析师,异地招聘,0.6-1.2万/月,09-03
4919,北京雨华波腾贸易有限公司,数据分析师,北京-丰台区,4-6千/月,09-03
4920,北京金辉锦江物业服务有限公司上海...,数据分析师,上海-奉贤区,7-9千/月,09-03
4921,深圳市红利来智能科技有限公司,数据分析师,深圳-宝安区,0.5-2万/月,09-03
4922,广州优植生物科技有限公司,数据分析师,广州-天河区,4.5-6千/月,09-03
4923,深圳市鲜橙企业形象设计有限公司,数据分析师,深圳-南山区,5-6千/月,09-03
4924,上海兆魏投资管理有限公司,数据分析师,异地招聘,10-15万/年,09-03
4925,深圳市福田区英皇幼儿园,数据分析师,深圳-南山区,1-1.5万/月,09-03
4926,深圳市勤业物联科技有限公司,数据分析师,深圳-宝安区,0.8-1.5万/月,09-03
4927,普蕊斯（上海）医药科技开发股份有...,数据分析师,上海,4-7千/月,09-03
4928,深圳利宾凤凰文化投资管理有限公司...,数据分析师,深圳-宝安区,0.3-1.5万/月,09-03
4929,广东中建普联科技股份有限公司,数据分析师,广州-天河区,4-8千/月,09-03
4930,宁波艾优生物科技有限公司,数据分析师,宁波,0.7-1万/月,09-03
4931,蔚华电子科技（上海）有限公司,数据分析师,合肥-高新区,5-8千/月,09-03
4932,昆山优之顺商贸有限公司,数据分析师,昆山,4-8千/月,09-03
4933,武汉索尔德测控技术有限公司,数据分析师,武汉-江夏区,4.5-6千/月,09-03
4934,广东掌讯信息科技有限公司,数据分析师,佛山-顺德区,30-50万/年,09-03
4935,杭州慧泉信息科技有限公司,数据分析师,杭州-西湖区,5-9千/月,09-03
4936,上海雷兽网络科技有限公司,数据分析师,上海-徐汇区,1.5-2万/月,09-03
4937,劳德（南京）国际转化医学研究院有...,数据分析师,无锡-梁溪区,6-8千/月,09-03
4938,上海浙大网新图灵信息科技有限公司...,数据分析师,上海,6-8千/月,09-03
4939,深圳市鑫乔泰数码有限公司,数据分析师,深圳-龙岗区,6-8千/月,09-03
4940,上海自贸区联合发展有限公司,数据分析师,上海-浦东新区,1.5-2万/月,09-03
4941,重庆大鼎科技有限公司,数据分析师,重庆-渝中区,6-9.9千/月,09-03
4942,江苏艾兰得营养品有限公司,数据分析师,靖江,4.5-6千/月,09-03
4943,杭州甘其食餐饮管理有限公司,数据分析师,杭州,6-9千/月,09-03
4944,武汉赢城文化传媒有限公司,数据分析师,武汉-洪山区,6-8千/月,09-03
4945,成都宽品食品有限公司,数据分析师,成都,4.5-6千/月,09-03
4946,浙江诺诺网络科技有限公司,数据分析师,杭州-西湖区,0.9-1.5万/月,09-03
4947,上海临港经济发展集团资产管理有限...,数据分析师,上海-宝山区,15-20万/年,09-03
4948,湖南磊鑫电梯有限公司,数据分析师,长沙-芙蓉区,2.5-3千/月,09-03
4949,中国联合网络通信有限公司湖南省分...,数据分析师,湘西,,09-03
4950,京华信息科技股份有限公司,数据分析师,广州-天河区,0.6-1.2万/月,09-03
4951,上海瀛万农业发展有限公司,数据分析师,上海-崇明区,4-5千/月,09-03
4952,上海观谷科技有限公司,数据分析师,上海,1.5-2.5万/月,09-03
4953,四川美年大健康管理有限公司,数据分析师,成都-高新区,6-8千/月,09-03
4954,徐州罗特艾德回转支承有限公司,数据分析师,徐州,6-8千/月,09-03
4955,锦府汇事业部,数据分析师,广州-天河区,0.8-1万/月,09-03
4956,武汉唯思沃电子商务有限公司,数据分析师,武汉-洪山区,4.5-6千/月,09-03
4957,星光海岸（青岛）文化产业发展集团...,数据分析师,青岛-城阳区,6-8千/月,09-03
4958,西藏海尧健康科技有限公司,数据分析师,上海-静安区,1-1.5万/月,09-03
4959,武汉恒电高测电气有限公司,数据分析师,武汉-东西湖区,3-4.5千/月,09-03
4960,北京埃顿酒店服务有限公司,数据分析师,北京-朝阳区,1-1.5万/月,09-03
4961,广州迅易科技有限公司,数据分析师,广州-海珠区,1-1.8万/月,09-03
4962,西安能安电子科技有限公司,数据分析师,西宁,3-6千/月,09-03
4963,广东中成实业控股（集团）有限公司...,数据分析师,深圳-南山区,0.5-1万/月,09-03
